"idcliente","nombre","apellido","email","genero","edad","compras_anuales"
"786","Christoffer","Reven","crevenlt@census.gov","Male","49","2"
"787","Mickey","Matissoff","mmatissofflu@mail.ru","Genderfluid","55","1"
"788","Rem","Pendre","rpendrelv@acquirethisname.com","Male","21","2"
"789","Wake","Spoerl","wspoerllw@apache.org","Male","29","1"
"790","Shelton","Heading","sheadinglx@livejournal.com","Male","22","3"
"791","Brew","Crittal","bcrittally@sakura.ne.jp","Male","30","4"
"792","Adelaida","Clew","aclewlz@ed.gov","Female","24","2"
"793","Phylys","Keitch","pkeitchm0@unicef.org","Female","63","4"
"794","Zachariah","Bohler","zbohlerm1@github.io","Male","77","5"
"795","Joceline","Collett","jcollettm2@github.com","Female","69","2"
"796","Osgood","Lindsley","olindsleym3@nhs.uk","Male","26","1"
"797","Kandace","Scholcroft","kscholcroftm4@goodreads.com","Female","76","1"
"798","Giorgi","Almond","galmondm5@msu.edu","Male","28","3"
"799","Rebeca","Skeggs","rskeggsm6@aol.com","Female","61","2"
"800","Humfried","Grishankov","hgrishankovm7@gnu.org","Male","64","3"
"801","Fairleigh","Davisson","fdavissonm8@va.gov","Male","45","1"
"802","Lexie","Mein","lmeinm9@bravesites.com","Female","20","1"
"803","Donni","Mucklow","dmucklowma@ycombinator.com","Female","40","3"
"804","Stepha","De La Haye","sdelahayemb@istockphoto.com","Female","69","3"
"805","Bertram","Beswell","bbeswellmc@ezinearticles.com","Male","61","5"
"806","Hedda","Lucks","hlucksmd@howstuffworks.com","Female","80","5"
"807","Rora","Shillingford","rshillingfordme@addthis.com","Female","43","4"
"808","Norma","Bromhead","nbromheadmf@tripod.com","Genderfluid","53","2"
"809","Yank","Hilbourne","yhilbournemg@yahoo.com","Male","55","1"
"810","Gabe","Yglesia","gyglesiamh@weather.com","Genderfluid","56","3"
"811","Delly","Lobley","dlobleymi@bing.com","Female","72","2"
"812","Rriocard","Huyton","rhuytonmj@altervista.org","Male","75","4"
"813","Carey","Linch","clinchmk@hud.gov","Male","80","2"
"814","Winona","Chilcott","wchilcottml@senate.gov","Female","31","4"
"815","Shane","Steeples","ssteeplesmm@columbia.edu","Male","28","4"
"816","Husain","Rykert","hrykertmn@wordpress.com","Male","77","5"
"817","Zorine","Cammacke","zcammackemo@technorati.com","Female","32","2"
"818","Danica","Story","dstorymp@census.gov","Female","75","1"
"819","Shalom","Zamora","szamoramq@marketwatch.com","Male","73","2"
"820","Letitia","Dudgeon","ldudgeonmr@upenn.edu","Female","34","1"
"821","Greer","Tabert","gtabertms@trellian.com","Female","61","4"
"822","Jayme","Tombling","jtomblingmt@ftc.gov","Male","56","5"
"823","Hollyanne","Cremins","hcreminsmu@etsy.com","Female","46","3"
"824","Saudra","Danit","sdanitmv@stanford.edu","Female","24","5"
"825","Hillery","Traske","htraskemw@archive.org","Male","20","5"
"826","Lusa","Wildor","lwildormx@sciencedaily.com","Female","44","3"
"827","Taddeo","Verlander","tverlandermy@blinklist.com","Male","69","4"
"828","Clarine","Hutfield","chutfieldmz@blogger.com","Non-binary","55","1"
"829","Yoshi","Dark","ydarkn0@people.com.cn","Female","38","2"
"830","Kori","Anscott","kanscottn1@google.ru","Female","38","5"
"831","Emeline","Annis","eannisn2@disqus.com","Female","51","3"
"832","Karl","Robinett","krobinettn3@nsw.gov.au","Male","36","2"
"833","Tabbatha","Lackney","tlackneyn4@japanpost.jp","Female","71","1"
"834","Errol","Joreau","ejoreaun5@shinystat.com","Male","23","1"
"835","Ebony","Abrashkin","eabrashkinn6@delicious.com","Female","74","3"
"836","Chancey","Mulmuray","cmulmurayn7@163.com","Male","21","3"
"837","Ellyn","Ellacott","eellacottn8@multiply.com","Female","79","1"
"838","Jerry","Fotitt","jfotittn9@biblegateway.com","Male","19","4"
"839","Tildi","Lanceley","tlanceleyna@admin.ch","Female","67","3"
"840","Geoffry","Espinola","gespinolanb@si.edu","Agender","56","3"
"841","Graig","Volkes","gvolkesnc@wikispaces.com","Male","78","5"
"842","Vail","Goodlett","vgoodlettnd@netlog.com","Male","66","4"
"843","Romola","Martynov","rmartynovne@bbc.co.uk","Female","31","1"
"844","Latia","Norwich","lnorwichnf@t-online.de","Female","61","3"
"845","Gordan","Crudgington","gcrudgingtonng@answers.com","Male","78","1"
"846","Dilan","Sutherby","dsutherbynh@soundcloud.com","Male","26","1"
"847","Clayton","Sebright","csebrightni@hhs.gov","Male","43","2"
"848","Orsa","Eidler","oeidlernj@ed.gov","Female","71","5"
"849","Cordie","Oake","coakenk@unblog.fr","Male","63","4"
"850","Suellen","Wigmore","swigmorenl@bbc.co.uk","Female","24","2"
"851","Maurita","Bartolomeu","mbartolomeunm@pen.io","Female","61","5"
"852","Ewell","Kynsey","ekynseynn@woothemes.com","Male","62","1"
"853","Theodor","Slimming","tslimmingno@cmu.edu","Male","75","5"
"854","Dulciana","Free","dfreenp@paypal.com","Female","59","1"
"855","Chrissy","Perschke","cperschkenq@pinterest.com","Male","53","1"
"856","Findley","Hoodless","fhoodlessnr@twitter.com","Male","49","1"
"857","Dorothy","Joselevitz","djoselevitzns@tamu.edu","Female","30","5"
"858","Vivyan","Diment","vdimentnt@unicef.org","Female","67","4"
"859","Elnar","Hellmore","ehellmorenu@bluehost.com","Male","41","1"
"860","Karoly","Kernaghan","kkernaghannv@oakley.com","Male","21","3"
"861","Kathye","Mattiacci","kmattiaccinw@psu.edu","Agender","48","4"
"862","Sidoney","Kauscher","skauschernx@yelp.com","Female","54","5"
"863","Jenica","Hanfrey","jhanfreyny@stanford.edu","Bigender","49","1"
"864","Johnny","Pittet","jpittetnz@bbb.org","Male","20","1"
"865","Caroljean","Mosdall","cmosdallo0@usda.gov","Female","19","3"
"866","Harp","Spellacey","hspellaceyo1@forbes.com","Male","54","1"
"867","Rupert","Boddie","rboddieo2@ovh.net","Male","40","4"
"868","Kippy","Barz","kbarzo3@last.fm","Male","30","1"
"869","Mikel","Fitchen","mfitcheno4@sun.com","Male","80","1"
"870","Garrik","Mustoo","gmustooo5@mashable.com","Male","30","4"
"871","Uri","Coller","ucollero6@cpanel.net","Male","63","5"
"872","Tobie","Barracks","tbarrackso7@engadget.com","Male","77","3"
"873","Flint","Hightown","fhightowno8@hibu.com","Male","47","4"
"874","Goldie","Fasset","gfasseto9@cbc.ca","Female","70","2"
"875","Alleen","Mobbs","amobbsoa@bloglines.com","Female","62","3"
"876","Corina","Paige","cpaigeob@last.fm","Female","38","2"
"877","Noby","McCreary","nmccrearyoc@stumbleupon.com","Male","20","1"
"878","Timmy","Stennings","tstenningsod@macromedia.com","Female","35","3"
"879","Stanly","Reck","sreckoe@go.com","Male","25","4"
"880","Sandro","Thome","sthomeof@un.org","Male","59","5"
"881","Pippa","Dilleway","pdillewayog@creativecommons.org","Female","26","1"
"882","Dennet","Bett","dbettoh@blogspot.com","Male","55","2"
"883","Gillian","Jeffcoat","gjeffcoatoi@blogtalkradio.com","Agender","63","2"
"884","Andrej","Meekings","ameekingsoj@sciencedaily.com","Male","21","3"
"885","Mervin","Mangham","mmanghamok@google.com.hk","Polygender","33","1"
"886","Candi","McLoney","cmcloneyol@1688.com","Female","68","5"
"887","Albrecht","Stealy","astealyom@scientificamerican.com","Male","37","1"
"888","Germaine","Gronauer","ggronaueron@people.com.cn","Male","33","5"
"889","Hillary","Jewel","hjeweloo@mac.com","Male","39","1"
"890","Chelsae","Burrell","cburrellop@weather.com","Agender","36","3"
"891","Cassondra","Corney","ccorneyoq@xrea.com","Female","24","2"
"892","Faulkner","Attewill","fattewillor@go.com","Male","80","1"
"893","Jennilee","Townsend","jtownsendos@sciencedaily.com","Genderfluid","18","3"
"894","Rodrique","Ducker","rduckerot@washingtonpost.com","Male","69","5"
"895","Niall","Chainey","nchaineyou@typepad.com","Male","64","1"
"896","Claus","Housecroft","chousecroftov@wisc.edu","Male","74","5"
"897","Fayina","McCullogh","fmcculloghow@ox.ac.uk","Female","78","3"
"898","Ringo","Simic","rsimicox@irs.gov","Male","29","2"
"899","Georgetta","Roswarne","groswarneoy@yelp.com","Female","44","4"
"900","Conrade","Dunrige","cdunrigeoz@goo.gl","Male","21","4"
"901","Cornelius","Gullick","cgullickp0@prweb.com","Male","79","2"
"902","Jamie","Molfino","jmolfinop1@hubpages.com","Male","21","5"
"903","Jelene","Iacomo","jiacomop2@shareasale.com","Female","79","1"
"904","Jamaal","Beel","jbeelp3@ustream.tv","Male","77","3"
"905","Tony","Mattheissen","tmattheissenp4@wikia.com","Female","21","1"
"906","Lonni","Strase","lstrasep5@newyorker.com","Female","47","2"
"907","Jo-ann","Storry","jstorryp6@mysql.com","Female","63","1"
"908","Urbanus","Shermar","ushermarp7@shinystat.com","Male","33","3"
"909","Weidar","Hagstone","whagstonep8@comcast.net","Male","46","4"
"910","Dorelia","Millwall","dmillwallp9@wordpress.org","Female","57","5"
"911","Waylon","Siemandl","wsiemandlpa@symantec.com","Male","23","1"
"912","Darrelle","Barriball","dbarriballpb@aboutads.info","Female","73","1"
"913","Ariana","Marchi","amarchipc@netvibes.com","Female","43","3"
"914","Kippie","Couttes","kcouttespd@fema.gov","Agender","18","1"
"915","Appolonia","Sprules","asprulespe@utexas.edu","Female","65","4"
"916","Maria","Joscelyn","mjoscelynpf@is.gd","Bigender","41","2"
"917","Whitney","Probert","wprobertpg@wufoo.com","Female","46","5"
"918","Christoph","Tanner","ctannerph@blogtalkradio.com","Male","46","2"
"919","Cthrine","McIlveen","cmcilveenpi@gravatar.com","Female","71","1"
"920","Bibby","Perrelle","bperrellepj@spiegel.de","Female","31","3"
"921","Jeromy","Themann","jthemannpk@hao123.com","Male","51","1"
"922","Korney","Delve","kdelvepl@vkontakte.ru","Female","55","2"
"923","Patrizia","Janecki","pjaneckipm@google.cn","Female","36","5"
"924","Rayshell","Dalliwater","rdalliwaterpn@ow.ly","Female","28","1"
"925","Fawn","Christer","fchristerpo@aboutads.info","Genderfluid","44","1"
"926","Abby","McPhater","amcphaterpp@guardian.co.uk","Male","49","1"
"927","Irv","Horry","ihorrypq@chron.com","Male","44","4"
"928","Franz","Quinby","fquinbypr@dropbox.com","Male","59","1"
"929","Errol","Borchardt","eborchardtps@cbslocal.com","Male","73","2"
"930","Leonora","Burtonwood","lburtonwoodpt@patch.com","Female","36","2"
"931","Cyril","Loy","cloypu@businessinsider.com","Male","21","5"
"932","Eada","Wayland","ewaylandpv@prlog.org","Female","70","2"
"933","Brandice","Belliard","bbelliardpw@kickstarter.com","Female","71","5"
"934","Auberta","Scopham","ascophampx@indiegogo.com","Bigender","67","5"
"935","Christiano","Gamlin","cgamlinpy@plala.or.jp","Non-binary","44","5"
"936","Rob","Cowterd","rcowterdpz@yale.edu","Male","39","1"
"937","Caryl","Costigan","ccostiganq0@surveymonkey.com","Female","53","1"
"938","Emmet","Gwillim","egwillimq1@engadget.com","Male","58","1"
"939","Felicdad","Kornalik","fkornalikq2@netscape.com","Female","60","3"
"940","Dorella","Pochet","dpochetq3@wiley.com","Female","73","3"
"941","Jesse","Gregh","jgreghq4@oaic.gov.au","Female","63","4"
"942","Win","Rudyard","wrudyardq5@ftc.gov","Genderfluid","62","3"
"943","Gill","Swindon","gswindonq6@imdb.com","Female","46","2"
"944","Haroun","Elkin","helkinq7@squidoo.com","Male","55","3"
"945","Marylynne","Miner","mminerq8@mtv.com","Genderqueer","32","2"
"946","Scarface","Jacob","sjacobq9@mlb.com","Male","69","3"
"947","Radcliffe","Hurlestone","rhurlestoneqa@nymag.com","Male","64","3"
"948","Cacilie","Westmoreland","cwestmorelandqb@bandcamp.com","Female","36","3"
"949","Bidget","Bawden","bbawdenqc@w3.org","Female","35","2"
"950","Dion","Tubby","dtubbyqd@webmd.com","Male","31","2"
"951","Elicia","Ponten","epontenqe@gizmodo.com","Female","19","4"
"952","Clarita","Alexandersen","calexandersenqf@photobucket.com","Female","46","1"
"953","Lianne","Jinks","ljinksqg@dailymotion.com","Female","26","3"
"954","Tamqrah","Aliberti","talibertiqh@harvard.edu","Female","41","5"
"955","Maible","Chainey","mchaineyqi@theguardian.com","Female","19","5"
"956","Thaxter","Rearden","treardenqj@miitbeian.gov.cn","Genderfluid","77","3"
"957","Chad","Barbisch","cbarbischqk@gravatar.com","Male","79","3"
"958","Zacharie","Tordiffe","ztordiffeql@adobe.com","Male","71","5"
"959","Sammy","Amort","samortqm@nydailynews.com","Female","51","2"
"960","Bamby","Vise","bviseqn@nytimes.com","Female","66","4"
"961","Carline","Tolhurst","ctolhurstqo@twitter.com","Female","76","5"
"962","Adena","Stairs","astairsqp@wix.com","Female","30","4"
"963","Bettye","Blakeborough","bblakeboroughqq@bing.com","Female","72","4"
"964","Stefano","Casajuana","scasajuanaqr@miibeian.gov.cn","Male","54","1"
"965","Fergus","Robeson","frobesonqs@ibm.com","Male","23","5"
"966","Antonia","Dudbridge","adudbridgeqt@wunderground.com","Female","59","4"
"967","Odelia","Treeby","otreebyqu@google.ru","Female","43","2"
"968","Adore","Asp","aaspqv@cbsnews.com","Female","64","2"
"969","Welby","Rycroft","wrycroftqw@bbc.co.uk","Male","31","2"
"970","Bren","Mattingson","bmattingsonqx@baidu.com","Bigender","77","5"
"971","Atlanta","Linfoot","alinfootqy@harvard.edu","Female","72","4"
"972","Rabi","Gierok","rgierokqz@chron.com","Male","66","3"
"973","Sibyl","Kezourec","skezourecr0@uiuc.edu","Polygender","26","4"
"974","Sandro","Stenton","sstentonr1@pen.io","Male","80","2"
"975","Ardelia","Duffan","aduffanr2@desdev.cn","Agender","51","4"
"976","Krista","Swaile","kswailer3@amazonaws.com","Female","75","3"
"977","Jeffy","Hartegan","jharteganr4@uol.com.br","Male","36","2"
"978","Domini","Baldocci","dbaldoccir5@gmpg.org","Non-binary","49","4"
"979","Orelie","Roderigo","oroderigor6@lycos.com","Female","18","2"
"980","Hilarius","Deeson","hdeesonr7@admin.ch","Male","61","3"
"981","Freddy","Skurray","fskurrayr8@fc2.com","Female","28","1"
"982","Wanda","Nissle","wnissler9@upenn.edu","Female","53","3"
"983","Malina","Drackford","mdrackfordra@photobucket.com","Female","57","4"
"984","Juline","Jeske","jjeskerb@statcounter.com","Female","20","3"
"985","Billi","Adam","badamrc@youku.com","Female","78","5"
"986","Ervin","Daveridge","edaveridgerd@patch.com","Male","36","3"
"987","Clemmie","Rivallant","crivallantre@hostgator.com","Male","42","3"
"988","Marysa","Muirhead","mmuirheadrf@cpanel.net","Agender","52","3"
"989","Bondy","Kike","bkikerg@java.com","Male","41","2"
"990","Sheree","Siggin","ssigginrh@a8.net","Female","24","4"
"991","Daile","Mendoza","dmendozari@upenn.edu","Female","36","1"
"992","Dyan","Rapaport","drapaportrj@upenn.edu","Female","59","1"
"993","Luther","Waleran","lwaleranrk@icio.us","Male","27","5"
"994","Verine","Privett","vprivettrl@google.com.br","Female","45","1"
"995","Emmerich","Withinshaw","ewithinshawrm@sfgate.com","Male","29","3"
"996","Ulrika","Martine","umartinern@cnn.com","Female","69","2"
"997","Gay","Sackler","gsacklerro@sohu.com","Female","46","1"
"998","Benedict","Waumsley","bwaumsleyrp@icio.us","Male","27","3"
"999","Blakelee","De Cruze","bdecruzerq@netvibes.com","Female","29","1"
"1000","Allard","Paternoster","apaternosterrr@plala.or.jp","Male","39","4"
